Date,level_1,0,,open,low,high,close,adj close
4-21-17,High,1235.939941,,,,,,
4-21-17,Low,1215.560059,,,,,,
4-21-17,Open,1229.420044,,,,,,
4-21-17,Close,1222.050049,,,,,,
4-21-17,Volume,272167008,,,,,,
4-21-17,Adj Close,1222.050049,,,,,,
4-22-17,High,1235.560059,,,,,,
4-22-17,Low,1208.469971,,,,,,
4-22-17,Open,1222.709961,,,,,,
4-22-17,Close,1231.709961,,,,,,
4-22-17,Volume,249320000,,,,,,
4-22-17,Adj Close,1231.709961,,,,,,
4-23-17,High,1232.199951,,,,,,
4-23-17,Low,1203.939941,,,,,,
4-23-17,Open,1231.920044,,,,,,
4-23-17,Close,1207.209961,,,,,,
4-23-17,Volume,258951008,,,,,,
4-23-17,Adj Close,1207.209961,,,,,,
4-24-17,High,1250.939941,,,,,,
4-24-17,Low,1209.630005,,,,,,
4-24-17,Open,1209.630005,,,,,,
4-24-17,Close,1250.150024,,,,,,
4-24-17,Volume,235806000,,,,,,
4-24-17,Adj Close,1250.150024,,,,,,
4-25-17,High,1267.579956,,,,,,
4-25-17,Low,1249.969971,,,,,,
4-25-17,Open,1250.449951,,,,,,
4-25-17,Close,1265.48999,,,,,,
4-25-17,Volume,242556000,,,,,,
4-25-17,Adj Close,1265.48999,,,,,,
4-26-17,High,1294.829956,,,,,,
4-26-17,Low,1265.930054,,,,,,
4-26-17,Open,1265.98999,,,,,,
4-26-17,Close,1281.079956,,,,,,
4-26-17,Volume,329631008,,,,,,
4-26-17,Adj Close,1281.079956,,,,,,
4-27-17,High,1319.699951,,,,,,
4-27-17,Low,1281.300049,,,,,,
4-27-17,Open,1281.880005,,,,,,
4-27-17,Close,1317.72998,,,,,,
4-27-17,Volume,449196992,,,,,,
4-27-17,Adj Close,1317.72998,,,,,,
4-28-17,High,1331.280029,,,,,,
4-28-17,Low,1292.369995,,,,,,
4-28-17,Open,1317.73999,,,,,,
4-28-17,Close,1316.47998,,,,,,
4-28-17,Volume,527488992,,,,,,
4-28-17,Adj Close,1316.47998,,,,,,
4-29-17,High,1327.199951,,,,,,
4-29-17,Low,1315.209961,,,,,,
4-29-17,Open,1317.839966,,,,,,
4-29-17,Close,1321.790039,,,,,,
4-29-17,Volume,422705984,,,,,,
4-29-17,Adj Close,1321.790039,,,,,,
4-30-17,High,1347.910034,,,,,,
4-30-17,Low,1314.920044,,,,,,
4-30-17,Open,1321.869995,,,,,,
4-30-17,Close,1347.890015,,,,,,
4-30-17,Volume,413115008,,,,,,
4-30-17,Adj Close,1347.890015,,,,,,
5-1-17,High,1434.319946,,,,,,
5-1-17,Low,1348.300049,,,,,,
5-1-17,Open,1348.300049,,,,,,
5-1-17,Close,1421.599976,,,,,,
5-1-17,Volume,713624000,,,,,,
5-1-17,Adj Close,1421.599976,,,,,,
5-2-17,High,1473.900024,,,,,,
5-2-17,Low,1415.689941,,,,,,
5-2-17,Open,1421.030029,,,,,,
5-2-17,Close,1452.819946,,,,,,
5-2-17,Volume,477337984,,,,,,
5-2-17,Adj Close,1452.819946,,,,,,
5-3-17,High,1492.77002,,,,,,
5-3-17,Low,1447.48999,,,,,,
5-3-17,Open,1453.780029,,,,,,
5-3-17,Close,1490.089966,,,,,,
5-3-17,Volume,583795968,,,,,,
5-3-17,Adj Close,1490.089966,,,,,,
5-4-17,High,1608.910034,,,,,,
5-4-17,Low,1490.719971,,,,,,
5-4-17,Open,1490.719971,,,,,,
5-4-17,Close,1537.670044,,,,,,
5-4-17,Volume,933548992,,,,,,
5-4-17,Adj Close,1537.670044,,,,,,
5-5-17,High,1618.030029,,,,,,
5-5-17,Low,1530.310059,,,,,,
5-5-17,Open,1540.869995,,,,,,
5-5-17,Close,1555.449951,,,,,,
5-5-17,Volume,946035968,,,,,,
5-5-17,Adj Close,1555.449951,,,,,,
5-6-17,High,1578.800049,,,,,,
5-6-17,Low,1542.5,,,,,,
5-6-17,Open,1556.810059,,,,,,
5-6-17,Close,1578.800049,,,,,,
5-6-17,Volume,582529984,,,,,,
5-6-17,Adj Close,1578.800049,,,,,,
5-7-17,High,1596.719971,,,,,,
5-7-17,Low,1559.76001,,,,,,
5-7-17,Open,1579.469971,,,,,,
5-7-17,Close,1596.709961,,,,,,
5-7-17,Volume,1080029952,,,,,,
5-7-17,Adj Close,1596.709961,,,,,,
5-8-17,High,1723.349976,,,,,,
5-8-17,Low,1596.920044,,,,,,
5-8-17,Open,1596.920044,,,,,,
5-8-17,Close,1723.349976,,,,,,
5-8-17,Volume,1340320000,,,,,,
5-8-17,Adj Close,1723.349976,,,,,,
5-9-17,High,1833.48999,,,,,,
5-9-17,Low,1716.300049,,,,,,
5-9-17,Open,1723.890015,,,,,,
5-9-17,Close,1755.359985,,,,,,
5-9-17,Volume,1167920000,,,,,,
5-9-17,Adj Close,1755.359985,,,,,,
5-10-17,High,1788.439941,,,,,,
5-10-17,Low,1719.099976,,,,,,
5-10-17,Open,1756.52002,,,,,,
5-10-17,Close,1787.130005,,,,,,
5-10-17,Volume,915723008,,,,,,
5-10-17,Adj Close,1787.130005,,,,,,
5-11-17,High,1873.930054,,,,,,
5-11-17,Low,1755.349976,,,,,,
5-11-17,Open,1780.369995,,,,,,
5-11-17,Close,1848.569946,,,,,,
5-11-17,Volume,799489984,,,,,,
5-11-17,Adj Close,1848.569946,,,,,,
5-12-17,High,1856.150024,,,,,,
5-12-17,Low,1694.01001,,,,,,
5-12-17,Open,1845.76001,,,,,,
5-12-17,Close,1724.23999,,,,,,
5-12-17,Volume,740984000,,,,,,
5-12-17,Adj Close,1724.23999,,,,,,
5-13-17,High,1812.98999,,,,,,
5-13-17,Low,1651.079956,,,,,,
5-13-17,Open,1723.119995,,,,,,
5-13-17,Close,1804.910034,,,,,,
5-13-17,Volume,579635008,,,,,,
5-13-17,Adj Close,1804.910034,,,,,,
5-14-17,High,1831.420044,,,,,,
5-14-17,Low,1776.619995,,,,,,
5-14-17,Open,1800.859985,,,,,,
5-14-17,Close,1808.910034,,,,,,
5-14-17,Volume,437196000,,,,,,
5-14-17,Adj Close,1808.910034,,,,,,
5-15-17,High,1812.800049,,,,,,
5-15-17,Low,1708.540039,,,,,,
5-15-17,Open,1808.439941,,,,,,
5-15-17,Close,1738.430054,,,,,,
5-15-17,Volume,731529024,,,,,,
5-15-17,Adj Close,1738.430054,,,,,,
5-16-17,High,1785.939941,,,,,,
5-16-17,Low,1686.540039,,,,,,
5-16-17,Open,1741.699951,,,,,,
5-16-17,Close,1734.449951,,,,,,
5-16-17,Volume,959044992,,,,,,
5-16-17,Adj Close,1734.449951,,,,,,
5-17-17,High,1864.050049,,,,,,
5-17-17,Low,1661.910034,,,,,,
5-17-17,Open,1726.72998,,,,,,
5-17-17,Close,1839.089966,,,,,,
5-17-17,Volume,1064729984,,,,,,
5-17-17,Adj Close,1839.089966,,,,,,
5-18-17,High,1904.47998,,,,,,
5-18-17,Low,1807.119995,,,,,,
5-18-17,Open,1818.699951,,,,,,
5-18-17,Close,1888.650024,,,,,,
5-18-17,Volume,894321024,,,,,,
5-18-17,Adj Close,1888.650024,,,,,,
5-19-17,High,2004.52002,,,,,,
5-19-17,Low,1890.25,,,,,,
5-19-17,Open,1897.369995,,,,,,
5-19-17,Close,1987.709961,,,,,,
5-19-17,Volume,1157289984,,,,,,
5-19-17,Adj Close,1987.709961,,,,,,
5-20-17,High,2084.72998,,,,,,
5-20-17,Low,1974.920044,,,,,,
5-20-17,Open,1984.23999,,,,,,
5-20-17,Close,2084.72998,,,,,,
5-20-17,Volume,961336000,,,,,,
5-20-17,Adj Close,2084.72998,,,,,,
5-21-17,High,2119.080078,,,,,,
5-21-17,Low,2037.5,,,,,,
5-21-17,Open,2067.030029,,,,,,
5-21-17,Close,2041.199951,,,,,,
5-21-17,Volume,1147859968,,,,,,
5-21-17,Adj Close,2041.199951,,,,,,
5-22-17,High,2303.899902,,,,,,
5-22-17,Low,2017.869995,,,,,,
5-22-17,Open,2043.189941,,,,,,
5-22-17,Close,2173.399902,,,,,,
5-22-17,Volume,1942220032,,,,,,
5-22-17,Adj Close,2173.399902,,,,,,
5-23-17,High,2320.820068,,,,,,
5-23-17,Low,2178.5,,,,,,
5-23-17,Open,2191.560059,,,,,,
5-23-17,Close,2320.419922,,,,,,
5-23-17,Volume,1378749952,,,,,,
5-23-17,Adj Close,2320.419922,,,,,,
5-24-17,High,2523.719971,,,,,,
5-24-17,Low,2321.370117,,,,,,
5-24-17,Open,2321.370117,,,,,,
5-24-17,Close,2443.639893,,,,,,
5-24-17,Volume,1725379968,,,,,,
5-24-17,Adj Close,2443.639893,,,,,,
5-25-17,High,2763.709961,,,,,,
5-25-17,Low,2285.300049,,,,,,
5-25-17,Open,2446.23999,,,,,,
5-25-17,Close,2304.97998,,,,,,
5-25-17,Volume,2406700032,,,,,,
5-25-17,Adj Close,2304.97998,,,,,,
5-26-17,High,2573.790039,,,,,,
5-26-17,Low,2071.98999,,,,,,
5-26-17,Open,2320.889893,,,,,,
5-26-17,Close,2202.419922,,,,,,
5-26-17,Volume,1763480064,,,,,,
5-26-17,Adj Close,2202.419922,,,,,,
5-27-17,High,2260.199951,,,,,,
5-27-17,Low,1855.829956,,,,,,
5-27-17,Open,2196.27002,,,,,,
5-27-17,Close,2038.869995,,,,,,
5-27-17,Volume,1700480000,,,,,,
5-27-17,Adj Close,2038.869995,,,,,,
5-28-17,High,2267.340088,,,,,,
5-28-17,Low,2054.080078,,,,,,
5-28-17,Open,2054.080078,,,,,,
5-28-17,Close,2155.800049,,,,,,
5-28-17,Volume,1147139968,,,,,,
5-28-17,Adj Close,2155.800049,,,,,,
5-29-17,High,2307.050049,,,,,,
5-29-17,Low,2107.169922,,,,,,
5-29-17,Open,2159.429932,,,,,,
5-29-17,Close,2255.610107,,,,,,
5-29-17,Volume,994625024,,,,,,
5-29-17,Adj Close,2255.610107,,,,,,
5-30-17,High,2301.959961,,,,,,
5-30-17,Low,2124.570068,,,,,,
5-30-17,Open,2255.360107,,,,,,
5-30-17,Close,2175.469971,,,,,,
5-30-17,Volume,1443970048,,,,,,
5-30-17,Adj Close,2175.469971,,,,,,
5-31-17,High,2311.080078,,,,,,
5-31-17,Low,2145.570068,,,,,,
5-31-17,Open,2187.189941,,,,,,
5-31-17,Close,2286.409912,,,,,,
5-31-17,Volume,1544829952,,,,,,
5-31-17,Adj Close,2286.409912,,,,,,
6-1-17,High,2448.389893,,,,,,
6-1-17,Low,2288.330078,,,,,,
6-1-17,Open,2288.330078,,,,,,
6-1-17,Close,2407.879883,,,,,,
6-1-17,Volume,1653180032,,,,,,
6-1-17,Adj Close,2407.879883,,,,,,
6-2-17,High,2488.550049,,,,,,
6-2-17,Low,2373.320068,,,,,,
6-2-17,Open,2404.030029,,,,,,
6-2-17,Close,2488.550049,,,,,,
6-2-17,Volume,1317030016,,,,,,
6-2-17,Adj Close,2488.550049,,,,,,
6-3-17,High,2581.909912,,,,,,
6-3-17,Low,2423.570068,,,,,,
6-3-17,Open,2493.719971,,,,,,
6-3-17,Close,2515.350098,,,,,,
6-3-17,Volume,1514950016,,,,,,
6-3-17,Adj Close,2515.350098,,,,,,
6-4-17,High,2585.889893,,,,,,
6-4-17,Low,2452.540039,,,,,,
6-4-17,Open,2547.790039,,,,,,
6-4-17,Close,2511.810059,,,,,,
6-4-17,Volume,1355120000,,,,,,
6-4-17,Adj Close,2511.810059,,,,,,
6-5-17,High,2686.810059,,,,,,
6-5-17,Low,2510.219971,,,,,,
6-5-17,Open,2512.399902,,,,,,
6-5-17,Close,2686.810059,,,,,,
6-5-17,Volume,1369309952,,,,,,
6-5-17,Adj Close,2686.810059,,,,,,
6-6-17,High,2999.909912,,,,,,
6-6-17,Low,2690.840088,,,,,,
6-6-17,Open,2690.840088,,,,,,
6-6-17,Close,2863.199951,,,,,,
6-6-17,Volume,2089609984,,,,,,
6-6-17,Adj Close,2863.199951,,,,,,
6-7-17,High,2869.379883,,,,,,
6-7-17,Low,2700.560059,,,,,,
6-7-17,Open,2869.379883,,,,,,
6-7-17,Close,2732.159912,,,,,,
6-7-17,Volume,1517709952,,,,,,
6-7-17,Adj Close,2732.159912,,,,,,
6-8-17,High,2815.300049,,,,,,
6-8-17,Low,2670.949951,,,,,,
6-8-17,Open,2720.48999,,,,,,
6-8-17,Close,2805.620117,,,,,,
6-8-17,Volume,1281170048,,,,,,
6-8-17,Adj Close,2805.620117,,,,,,
6-9-17,High,2901.709961,,,,,,
6-9-17,Low,2795.620117,,,,,,
6-9-17,Open,2807.439941,,,,,,
6-9-17,Close,2823.810059,,,,,,
6-9-17,Volume,1348950016,,,,,,
6-9-17,Adj Close,2823.810059,,,,,,
6-10-17,High,2950.98999,,,,,,
6-10-17,Low,2746.550049,,,,,,
6-10-17,Open,2828.139893,,,,,,
6-10-17,Close,2947.709961,,,,,,
6-10-17,Volume,2018889984,,,,,,
6-10-17,Adj Close,2947.709961,,,,,,
6-11-17,High,2996.600098,,,,,,
6-11-17,Low,2840.530029,,,,,,
6-11-17,Open,2942.409912,,,,,,
6-11-17,Close,2958.110107,,,,,,
6-11-17,Volume,1752400000,,,,,,
6-11-17,Adj Close,2958.110107,,,,,,
6-12-17,High,2997.26001,,,,,,
6-12-17,Low,2518.560059,,,,,,
6-12-17,Open,2953.219971,,,,,,
6-12-17,Close,2659.629883,,,,,,
6-12-17,Volume,2569530112,,,,,,
6-12-17,Adj Close,2659.629883,,,,,,
6-13-17,High,2789.040039,,,,,,
6-13-17,Low,2650.379883,,,,,,
6-13-17,Open,2680.909912,,,,,,
6-13-17,Close,2717.02002,,,,,,
6-13-17,Volume,1781200000,,,,,,
6-13-17,Adj Close,2717.02002,,,,,,
6-14-17,High,2786.830078,,,,,,
6-14-17,Low,2412.939941,,,,,,
6-14-17,Open,2716.879883,,,,,,
6-14-17,Close,2506.370117,,,,,,
6-14-17,Volume,1696560000,,,,,,
6-14-17,Adj Close,2506.370117,,,,,,
6-15-17,High,2534.709961,,,,,,
6-15-17,Low,2212.959961,,,,,,
6-15-17,Open,2499.580078,,,,,,
6-15-17,Close,2464.580078,,,,,,
6-15-17,Volume,2026259968,,,,,,
6-15-17,Adj Close,2464.580078,,,,,,
6-16-17,High,2539.919922,,,,,,
6-16-17,Low,2385.149902,,,,,,
6-16-17,Open,2469.570068,,,,,,
6-16-17,Close,2518.560059,,,,,,
6-16-17,Volume,1195190016,,,,,,
6-16-17,Adj Close,2518.560059,,,,,,
6-17-17,High,2685.189941,,,,,,
6-17-17,Low,2484.959961,,,,,,
6-17-17,Open,2514.01001,,,,,,
6-17-17,Close,2655.879883,,,,,,
6-17-17,Volume,1534509952,,,,,,
6-17-17,Adj Close,2655.879883,,,,,,
6-18-17,High,2662.100098,,,,,,
6-18-17,Low,2516.330078,,,,,,
6-18-17,Open,2655.350098,,,,,,
6-18-17,Close,2548.290039,,,,,,
6-18-17,Volume,1178659968,,,,,,
6-18-17,Adj Close,2548.290039,,,,,,
6-19-17,High,2662.850098,,,,,,
6-19-17,Low,2549.030029,,,,,,
6-19-17,Open,2549.030029,,,,,,
6-19-17,Close,2589.600098,,,,,,
6-19-17,Volume,1446840064,,,,,,
6-19-17,Adj Close,2589.600098,,,,,,
6-20-17,High,2763.449951,,,,,,
6-20-17,Low,2589.820068,,,,,,
6-20-17,Open,2591.26001,,,,,,
6-20-17,Close,2721.790039,,,,,,
6-20-17,Volume,1854189952,,,,,,
6-20-17,Adj Close,2721.790039,,,,,,
6-21-17,High,2772.01001,,,,,,
6-21-17,Low,2660.399902,,,,,,
6-21-17,Open,2709.429932,,,,,,
6-21-17,Close,2689.100098,,,,,,
6-21-17,Volume,1626579968,,,,,,
6-21-17,Adj Close,2689.100098,,,,,,
6-22-17,High,2723.73999,,,,,,
6-22-17,Low,2642.360107,,,,,,
6-22-17,Open,2691.030029,,,,,,
6-22-17,Close,2705.409912,,,,,,
6-22-17,Volume,1097939968,,,,,,
6-22-17,Adj Close,2705.409912,,,,,,
6-23-17,High,2765.169922,,,,,,
6-23-17,Low,2706.370117,,,,,,
6-23-17,Open,2707.340088,,,,,,
6-23-17,Close,2744.909912,,,,,,
6-23-17,Volume,961318976,,,,,,
6-23-17,Adj Close,2744.909912,,,,,,
6-24-17,High,2757.939941,,,,,,
6-24-17,Low,2583.189941,,,,,,
6-24-17,Open,2738.52002,,,,,,
6-24-17,Close,2608.719971,,,,,,
6-24-17,Volume,982750016,,,,,,
6-24-17,Adj Close,2608.719971,,,,,,
6-25-17,High,2682.26001,,,,,,
6-25-17,Low,2552.120117,,,,,,
6-25-17,Open,2607.25,,,,,,
6-25-17,Close,2589.409912,,,,,,
6-25-17,Volume,1161100032,,,,,,
6-25-17,Adj Close,2589.409912,,,,,,
6-26-17,High,2615.25,,,,,,
6-26-17,Low,2376.290039,,,,,,
6-26-17,Open,2590.570068,,,,,,
6-26-17,Close,2478.449951,,,,,,
6-26-17,Volume,1663280000,,,,,,
6-26-17,Adj Close,2478.449951,,,,,,
6-27-17,High,2552.449951,,,,,,
6-27-17,Low,2332.98999,,,,,,
6-27-17,Open,2478.449951,,,,,,
6-27-17,Close,2552.449951,,,,,,
6-27-17,Volume,1489789952,,,,,,
6-27-17,Adj Close,2552.449951,,,,,,
6-28-17,High,2603.97998,,,,,,
6-28-17,Low,2484.419922,,,,,,
6-28-17,Open,2553.030029,,,,,,
6-28-17,Close,2574.790039,,,,,,
6-28-17,Volume,1183869952,,,,,,
6-28-17,Adj Close,2574.790039,,,,,,
6-29-17,High,2588.830078,,,,,,
6-29-17,Low,2510.47998,,,,,,
6-29-17,Open,2567.560059,,,,,,
6-29-17,Close,2539.320068,,,,,,
6-29-17,Volume,949979008,,,,,,
6-29-17,Adj Close,2539.320068,,,,,,
6-30-17,High,2559.25,,,,,,
6-30-17,Low,2478.429932,,,,,,
6-30-17,Open,2539.23999,,,,,,
6-30-17,Close,2480.840088,,,,,,
6-30-17,Volume,860273024,,,,,,
6-30-17,Adj Close,2480.840088,,,,,,
7-1-17,High,2515.27002,,,,,,
7-1-17,Low,2419.22998,,,,,,
7-1-17,Open,2492.600098,,,,,,
7-1-17,Close,2434.550049,,,,,,
7-1-17,Volume,779913984,,,,,,
7-1-17,Adj Close,2434.550049,,,,,,
7-2-17,High,2514.280029,,,,,,
7-2-17,Low,2394.840088,,,,,,
7-2-17,Open,2436.399902,,,,,,
7-2-17,Close,2506.469971,,,,,,
7-2-17,Volume,803747008,,,,,,
7-2-17,Adj Close,2506.469971,,,,,,
7-3-17,High,2595,,,,,,
7-3-17,Low,2480.469971,,,,,,
7-3-17,Open,2498.560059,,,,,,
7-3-17,Close,2564.060059,,,,,,
7-3-17,Volume,964112000,,,,,,
7-3-17,Adj Close,2564.060059,,,,,,
7-4-17,High,2631.590088,,,,,,
7-4-17,Low,2559.350098,,,,,,
7-4-17,Open,2561,,,,,,
7-4-17,Close,2601.639893,,,,,,
7-4-17,Volume,985516032,,,,,,
7-4-17,Adj Close,2601.639893,,,,,,
7-5-17,High,2622.649902,,,,,,
7-5-17,Low,2538.550049,,,,,,
7-5-17,Open,2602.870117,,,,,,
7-5-17,Close,2601.98999,,,,,,
7-5-17,Volume,941566016,,,,,,
7-5-17,Adj Close,2601.98999,,,,,,
7-6-17,High,2616.719971,,,,,,
7-6-17,Low,2581.689941,,,,,,
7-6-17,Open,2608.100098,,,,,,
7-6-17,Close,2608.560059,,,,,,
7-6-17,Volume,761956992,,,,,,
7-6-17,Adj Close,2608.560059,,,,,,
7-7-17,High,2916.139893,,,,,,
7-7-17,Low,2498.870117,,,,,,
7-7-17,Open,2608.590088,,,,,,
7-7-17,Close,2518.659912,,,,,,
7-7-17,Volume,917411968,,,,,,
7-7-17,Adj Close,2518.659912,,,,,,
7-8-17,High,2571.340088,,,,,,
7-8-17,Low,2492.310059,,,,,,
7-8-17,Open,2520.27002,,,,,,
7-8-17,Close,2571.340088,,,,,,
7-8-17,Volume,733329984,,,,,,
7-8-17,Adj Close,2571.340088,,,,,,
7-9-17,High,2635.48999,,,,,,
7-9-17,Low,2517.590088,,,,,,
7-9-17,Open,2572.610107,,,,,,
7-9-17,Close,2518.439941,,,,,,
7-9-17,Volume,527856000,,,,,,
7-9-17,Adj Close,2518.439941,,,,,,
7-10-17,High,2537.159912,,,,,,
7-10-17,Low,2321.129883,,,,,,
7-10-17,Open,2525.25,,,,,,
7-10-17,Close,2372.560059,,,,,,
7-10-17,Volume,1111200000,,,,,,
7-10-17,Adj Close,2372.560059,,,,,,
7-11-17,High,2413.469971,,,,,,
7-11-17,Low,2296.810059,,,,,,
7-11-17,Open,2385.889893,,,,,,
7-11-17,Close,2337.790039,,,,,,
7-11-17,Volume,1329760000,,,,,,
7-11-17,Adj Close,2337.790039,,,,,,
7-12-17,High,2423.709961,,,,,,
7-12-17,Low,2275.139893,,,,,,
7-12-17,Open,2332.77002,,,,,,
7-12-17,Close,2398.840088,,,,,,
7-12-17,Volume,1117410048,,,,,,
7-12-17,Adj Close,2398.840088,,,,,,
7-13-17,High,2425.219971,,,,,,
7-13-17,Low,2340.830078,,,,,,
7-13-17,Open,2402.699951,,,,,,
7-13-17,Close,2357.899902,,,,,,
7-13-17,Volume,835769984,,,,,,
7-13-17,Adj Close,2357.899902,,,,,,
7-14-17,High,2363.25,,,,,,
7-14-17,Low,2183.219971,,,,,,
7-14-17,Open,2360.590088,,,,,,
7-14-17,Close,2233.340088,,,,,,
7-14-17,Volume,882502976,,,,,,
7-14-17,Adj Close,2233.340088,,,,,,
7-15-17,High,2231.139893,,,,,,
7-15-17,Low,1990.410034,,,,,,
7-15-17,Open,2230.120117,,,,,,
7-15-17,Close,1998.859985,,,,,,
7-15-17,Volume,993608000,,,,,,
7-15-17,Adj Close,1998.859985,,,,,,
7-16-17,High,2058.77002,,,,,,
7-16-17,Low,1843.030029,,,,,,
7-16-17,Open,1991.97998,,,,,,
7-16-17,Close,1929.819946,,,,,,
7-16-17,Volume,1182870016,,,,,,
7-16-17,Adj Close,1929.819946,,,,,,
7-17-17,High,2230.48999,,,,,,
7-17-17,Low,1932.619995,,,,,,
7-17-17,Open,1932.619995,,,,,,
7-17-17,Close,2228.409912,,,,,,
7-17-17,Volume,1201760000,,,,,,
7-17-17,Adj Close,2228.409912,,,,,,
7-18-17,High,2387.610107,,,,,,
7-18-17,Low,2164.77002,,,,,,
7-18-17,Open,2233.52002,,,,,,
7-18-17,Close,2318.879883,,,,,,
7-18-17,Volume,1512450048,,,,,,
7-18-17,Adj Close,2318.879883,,,,,,
7-19-17,High,2397.169922,,,,,,
7-19-17,Low,2260.22998,,,,,,
7-19-17,Open,2323.080078,,,,,,
7-19-17,Close,2273.429932,,,,,,
7-19-17,Volume,1245100032,,,,,,
7-19-17,Adj Close,2273.429932,,,,,,
7-20-17,High,2900.699951,,,,,,
7-20-17,Low,2269.889893,,,,,,
7-20-17,Open,2269.889893,,,,,,
7-20-17,Close,2817.600098,,,,,,
7-20-17,Volume,2249260032,,,,,,
7-20-17,Adj Close,2817.600098,,,,,,
7-21-17,High,2838.409912,,,,,,
7-21-17,Low,2621.850098,,,,,,
7-21-17,Open,2838.409912,,,,,,
7-21-17,Close,2667.76001,,,,,,
7-21-17,Volume,1489449984,,,,,,
7-21-17,Adj Close,2667.76001,,,,,,
7-22-17,High,2862.419922,,,,,,
7-22-17,Low,2657.709961,,,,,,
7-22-17,Open,2668.629883,,,,,,
7-22-17,Close,2810.120117,,,,,,
7-22-17,Volume,1177129984,,,,,,
7-22-17,Adj Close,2810.120117,,,,,,
7-23-17,High,2832.179932,,,,,,
7-23-17,Low,2653.939941,,,,,,
7-23-17,Open,2808.100098,,,,,,
7-23-17,Close,2730.399902,,,,,,
7-23-17,Volume,1072840000,,,,,,
7-23-17,Adj Close,2730.399902,,,,,,
7-24-17,High,2777.26001,,,,,,
7-24-17,Low,2699.189941,,,,,,
7-24-17,Open,2732.699951,,,,,,
7-24-17,Close,2754.860107,,,,,,
7-24-17,Volume,866473984,,,,,,
7-24-17,Adj Close,2754.860107,,,,,,
7-25-17,High,2768.080078,,,,,,
7-25-17,Low,2480.959961,,,,,,
7-25-17,Open,2757.5,,,,,,
7-25-17,Close,2576.47998,,,,,,
7-25-17,Volume,1460089984,,,,,,
7-25-17,Adj Close,2576.47998,,,,,,
7-26-17,High,2610.76001,,,,,,
7-26-17,Low,2450.800049,,,,,,
7-26-17,Open,2577.77002,,,,,,
7-26-17,Close,2529.449951,,,,,,
7-26-17,Volume,937404032,,,,,,
7-26-17,Adj Close,2529.449951,,,,,,
7-27-17,High,2693.320068,,,,,,
7-27-17,Low,2529.340088,,,,,,
7-27-17,Open,2538.709961,,,,,,
7-27-17,Close,2671.780029,,,,,,
7-27-17,Volume,789104000,,,,,,
7-27-17,Adj Close,2671.780029,,,,,,
7-28-17,High,2897.449951,,,,,,
7-28-17,Low,2679.72998,,,,,,
7-28-17,Open,2679.72998,,,,,,
7-28-17,Close,2809.01001,,,,,,
7-28-17,Volume,1380099968,,,,,,
7-28-17,Adj Close,2809.01001,,,,,,
7-29-17,High,2808.76001,,,,,,
7-29-17,Low,2692.800049,,,,,,
7-29-17,Open,2807.02002,,,,,,
7-29-17,Close,2726.449951,,,,,,
7-29-17,Volume,803745984,,,,,,
7-29-17,Adj Close,2726.449951,,,,,,
7-30-17,High,2758.530029,,,,,,
7-30-17,Low,2644.850098,,,,,,
7-30-17,Open,2724.389893,,,,,,
7-30-17,Close,2757.179932,,,,,,
7-30-17,Volume,705942976,,,,,,
7-30-17,Adj Close,2757.179932,,,,,,
7-31-17,High,2889.620117,,,,,,
7-31-17,Low,2720.610107,,,,,,
7-31-17,Open,2763.23999,,,,,,
7-31-17,Close,2875.340088,,,,,,
7-31-17,Volume,860574976,,,,,,
7-31-17,Adj Close,2875.340088,,,,,,
8-1-17,High,2921.350098,,,,,,
8-1-17,Low,2685.610107,,,,,,
8-1-17,Open,2871.300049,,,,,,
8-1-17,Close,2718.26001,,,,,,
8-1-17,Volume,1324669952,,,,,,
8-1-17,Adj Close,2718.26001,,,,,,
8-2-17,High,2762.530029,,,,,,
8-2-17,Low,2668.590088,,,,,,
8-2-17,Open,2727.129883,,,,,,
8-2-17,Close,2710.669922,,,,,,
8-2-17,Volume,1094950016,,,,,,
8-2-17,Adj Close,2710.669922,,,,,,
8-3-17,High,2813.310059,,,,,,
8-3-17,Low,2685.139893,,,,,,
8-3-17,Open,2709.560059,,,,,,
8-3-17,Close,2804.72998,,,,,,
8-3-17,Volume,804796992,,,,,,
8-3-17,Adj Close,2804.72998,,,,,,
8-4-17,High,2899.330078,,,,,,
8-4-17,Low,2743.719971,,,,,,
8-4-17,Open,2806.929932,,,,,,
8-4-17,Close,2895.889893,,,,,,
8-4-17,Volume,1002120000,,,,,,
8-4-17,Adj Close,2895.889893,,,,,,
8-5-17,High,3290.01001,,,,,,
8-5-17,Low,2874.830078,,,,,,
8-5-17,Open,2897.629883,,,,,,
8-5-17,Close,3252.909912,,,,,,
8-5-17,Volume,1945699968,,,,,,
8-5-17,Adj Close,3252.909912,,,,,,
8-6-17,High,3293.290039,,,,,,
8-6-17,Low,3155.600098,,,,,,
8-6-17,Open,3257.610107,,,,,,
8-6-17,Close,3213.939941,,,,,,
8-6-17,Volume,1105030016,,,,,,
8-6-17,Adj Close,3213.939941,,,,,,
8-7-17,High,3397.679932,,,,,,
8-7-17,Low,3180.889893,,,,,,
8-7-17,Open,3212.780029,,,,,,
8-7-17,Close,3378.939941,,,,,,
8-7-17,Volume,1482279936,,,,,,
8-7-17,Adj Close,3378.939941,,,,,,
8-8-17,High,3484.850098,,,,,,
8-8-17,Low,3345.830078,,,,,,
8-8-17,Open,3370.219971,,,,,,
8-8-17,Close,3419.939941,,,,,,
